source,recipe_url,recipe_id,recipe_title,servings_raw,ingredient_index,ingredient_section,ingredient_line_raw,qty_raw,qty_value,unit,ingredient_name,ingredient_item,ingredient_notes,method_text,instructions,cooking_method_tags,method_keywords,source_chapter,page_num,country,common_name,description
africa_recipes_scrape_single_table.csv,,2,PARTY JOLLOF RICE,MAKES 6 TO 8 SERVINGS,11,,1 tsp all-purpose seasoning,,,,,,,"In a food processor or blender, combine the tomatoes, bell pepper and Scotch bonnet chiles and process for about 45 seconds, making sure everything is blended well. Set the mixture aside, reserving ¼ cup (60 ml) in a small measuring cup. Heat the oil in a medium pot over medium-high heat. Add the onion and fry just until it turns golden brown, 5 to 7 minutes. Add the tomato paste and fry with the onion for 2 to 3 minutes, stirring occasionally. Add the blended tomato mixture and cook with the onion and tomato paste for about 30 minutes. Make sure you stir it frequently so that the tomato mixture does not burn. After 30 minutes, the tomato mixture should have reduced by half and should be a deep red color. Reduce the heat to medium and add the chicken stock. Stir and add the salt, curry powder, thyme, all-purpose seasoning and bouillon cube. Boil for 10 minutes. Add the rice to the pot, mixing well with the tomato stew. If you need to add water so that the rice is level with the tomato mixture, do so. Add the bay leaves, cover the pot and cook over medium-low heat for 15 to 30 minutes. When the liquid has almost entirely evaporated, add the reserved tomato stew, cover and let the mixture cook for 5 to 10 minutes, until the liquid has completely evaporated. Turn off the heat, mix thoroughly and serve with your choice of assorted meats and fried plantains, if desired.",,,fry; boil; stew; mix; stir,OEBPS/ch01.xhtml,,,,
africa_recipes_scrape_single_table.csv,,2,PARTY JOLLOF RICE,MAKES 6 TO 8 SERVINGS,12,,"1 beef, chicken or vegetable bouillon cube",,,,,,,"In a food processor or blender, combine the tomatoes, bell pepper and Scotch bonnet chiles and process for about 45 seconds, making sure everything is blended well. Set the mixture aside, reserving ¼ cup (60 ml) in a small measuring cup. Heat the oil in a medium pot over medium-high heat. Add the onion and fry just until it turns golden brown, 5 to 7 minutes. Add the tomato paste and fry with the onion for 2 to 3 minutes, stirring occasionally. Add the blended tomato mixture and cook with the onion and tomato paste for about 30 minutes. Make sure you stir it frequently so that the tomato mixture does not burn. After 30 minutes, the tomato mixture should have reduced by half and should be a deep red color. Reduce the heat to medium and add the chicken stock. Stir and add the salt, curry powder, thyme, all-purpose seasoning and bouillon cube. Boil for 10 minutes. Add the rice to the pot, mixing well with the tomato stew. If you need to add water so that the rice is level with the tomato mixture, do so. Add the bay leaves, cover the pot and cook over medium-low heat for 15 to 30 minutes. When the liquid has almost entirely evaporated, add the reserved tomato stew, cover and let the mixture cook for 5 to 10 minutes, until the liquid has completely evaporated. Turn off the heat, mix thoroughly and serve with your choice of assorted meats and fried plantains, if desired.",,,fry; boil; stew; mix; stir,OEBPS/ch01.xhtml,,,,
africa_recipes_scrape_single_table.csv,,2,PARTY JOLLOF RICE,MAKES 6 TO 8 SERVINGS,13,,"2 cups parboiled rice, rinsed",,,,,,,"In a food processor or blender, combine the tomatoes, bell pepper and Scotch bonnet chiles and process for about 45 seconds, making sure everything is blended well. Set the mixture aside, reserving ¼ cup (60 ml) in a small measuring cup. Heat the oil in a medium pot over medium-high heat. Add the onion and fry just until it turns golden brown, 5 to 7 minutes. Add the tomato paste and fry with the onion for 2 to 3 minutes, stirring occasionally. Add the blended tomato mixture and cook with the onion and tomato paste for about 30 minutes. Make sure you stir it frequently so that the tomato mixture does not burn. After 30 minutes, the tomato mixture should have reduced by half and should be a deep red color. Reduce the heat to medium and add the chicken stock. Stir and add the salt, curry powder, thyme, all-purpose seasoning and bouillon cube. Boil for 10 minutes. Add the rice to the pot, mixing well with the tomato stew. If you need to add water so that the rice is level with the tomato mixture, do so. Add the bay leaves, cover the pot and cook over medium-low heat for 15 to 30 minutes. When the liquid has almost entirely evaporated, add the reserved tomato stew, cover and let the mixture cook for 5 to 10 minutes, until the liquid has completely evaporated. Turn off the heat, mix thoroughly and serve with your choice of assorted meats and fried plantains, if desired.",,,fry; boil; stew; mix; stir,OEBPS/ch01.xhtml,,,,
africa_recipes_scrape_single_table.csv,,2,PARTY JOLLOF RICE,MAKES 6 TO 8 SERVINGS,14,,3 bay leaves,,,,,,,"In a food processor or blender, combine the tomatoes, bell pepper and Scotch bonnet chiles and process for about 45 seconds, making sure everything is blended well. Set the mixture aside, reserving ¼ cup (60 ml) in a small measuring cup. Heat the oil in a medium pot over medium-high heat. Add the onion and fry just until it turns golden brown, 5 to 7 minutes. Add the tomato paste and fry with the onion for 2 to 3 minutes, stirring occasionally. Add the blended tomato mixture and cook with the onion and tomato paste for about 30 minutes. Make sure you stir it frequently so that the tomato mixture does not burn. After 30 minutes, the tomato mixture should have reduced by half and should be a deep red color. Reduce the heat to medium and add the chicken stock. Stir and add the salt, curry powder, thyme, all-purpose seasoning and bouillon cube. Boil for 10 minutes. Add the rice to the pot, mixing well with the tomato stew. If you need to add water so that the rice is level with the tomato mixture, do so. Add the bay leaves, cover the pot and cook over medium-low heat for 15 to 30 minutes. When the liquid has almost entirely evaporated, add the reserved tomato stew, cover and let the mixture cook for 5 to 10 minutes, until the liquid has completely evaporated. Turn off the heat, mix thoroughly and serve with your choice of assorted meats and fried plantains, if desired.",,,fry; boil; stew; mix; stir,OEBPS/ch01.xhtml,,,,
africa_recipes_scrape_single_table.csv,,3,NIGERIAN RED STEW,MAKES 8 TO 10 SERVINGS,1,CHICKEN,3 lb (1.4 kg) chicken (any cut),,,,,,,"To make the chicken, rinse it and cut it into bite-size cubes. Fill a large pot half full of water. Add the chicken cubes, thyme, garlic powder, bouillon cube and salt and black pepper. Bring the water to a boil over high heat, reduce the heat to medium and cook the chicken 15 to 20 minutes, or until its internal temperature is 165°F (74°F). While the chicken is cooking, preheat the oven to 350°F (177°C). Remove the chicken from the stock and set aside. To make the stew, heat 1 cup (240 ml) of the oil in a large skillet over medium-high heat. Add the chicken and fry it until it’s golden brown on all sides, 5 to 7 minutes. Place the chicken on a large baking sheet and bake for 10 minutes. Set aside. In a blender, combine the Roma tomatoes, plum tomatoes, bell pepper and habaneros. Blend until the ingredients are pureed. Heat the remaining ½ cup (120 ml) of oil in a large pot over high heat. Add the onion and cook just until it turns golden brown, about 5 minutes. Add the tomato puree and cook for about 25 minutes, or until the mixture reduces by half and turns a deep red and the oil begins to separate from the tomatoes. Stir frequently to prevent burning the bottom. Add the tomato paste and cook for 5 minutes. Add the chicken to the pot and stir to combine. Add the chicken stock, thyme, Nigerian red pepper, all-purpose seasoning, bouillon cube and bay leaf. Stir the ingredients together and add water if needed. Simmer for 15 minutes. Serve the stew with rice, beans or any other dish of your choice.",,,bake; fry; boil; simmer; stew; blend; stir,OEBPS/ch02.xhtml,,Nigeria,,
africa_recipes_scrape_single_table.csv,,3,NIGERIAN RED STEW,MAKES 8 TO 10 SERVINGS,2,CHICKEN,1 tbsp (3 g) dried thyme,,,,,,,"To make the chicken, rinse it and cut it into bite-size cubes. Fill a large pot half full of water. Add the chicken cubes, thyme, garlic powder, bouillon cube and salt and black pepper. Bring the water to a boil over high heat, reduce the heat to medium and cook the chicken 15 to 20 minutes, or until its internal temperature is 165°F (74°F). While the chicken is cooking, preheat the oven to 350°F (177°C). Remove the chicken from the stock and set aside. To make the stew, heat 1 cup (240 ml) of the oil in a large skillet over medium-high heat. Add the chicken and fry it until it’s golden brown on all sides, 5 to 7 minutes. Place the chicken on a large baking sheet and bake for 10 minutes. Set aside. In a blender, combine the Roma tomatoes, plum tomatoes, bell pepper and habaneros. Blend until the ingredients are pureed. Heat the remaining ½ cup (120 ml) of oil in a large pot over high heat. Add the onion and cook just until it turns golden brown, about 5 minutes. Add the tomato puree and cook for about 25 minutes, or until the mixture reduces by half and turns a deep red and the oil begins to separate from the tomatoes. Stir frequently to prevent burning the bottom. Add the tomato paste and cook for 5 minutes. Add the chicken to the pot and stir to combine. Add the chicken stock, thyme, Nigerian red pepper, all-purpose seasoning, bouillon cube and bay leaf. Stir the ingredients together and add water if needed. Simmer for 15 minutes. Serve the stew with rice, beans or any other dish of your choice.",,,bake; fry; boil; simmer; stew; blend; stir,OEBPS/ch02.xhtml,,Nigeria,,
africa_recipes_scrape_single_table.csv,,3,NIGERIAN RED STEW,MAKES 8 TO 10 SERVINGS,3,CHICKEN,1 tsp garlic powder,,,,,,,"To make the chicken, rinse it and cut it into bite-size cubes. Fill a large pot half full of water. Add the chicken cubes, thyme, garlic powder, bouillon cube and salt and black pepper. Bring the water to a boil over high heat, reduce the heat to medium and cook the chicken 15 to 20 minutes, or until its internal temperature is 165°F (74°F). While the chicken is cooking, preheat the oven to 350°F (177°C). Remove the chicken from the stock and set aside. To make the stew, heat 1 cup (240 ml) of the oil in a large skillet over medium-high heat. Add the chicken and fry it until it’s golden brown on all sides, 5 to 7 minutes. Place the chicken on a large baking sheet and bake for 10 minutes. Set aside. In a blender, combine the Roma tomatoes, plum tomatoes, bell pepper and habaneros. Blend until the ingredients are pureed. Heat the remaining ½ cup (120 ml) of oil in a large pot over high heat. Add the onion and cook just until it turns golden brown, about 5 minutes. Add the tomato puree and cook for about 25 minutes, or until the mixture reduces by half and turns a deep red and the oil begins to separate from the tomatoes. Stir frequently to prevent burning the bottom. Add the tomato paste and cook for 5 minutes. Add the chicken to the pot and stir to combine. Add the chicken stock, thyme, Nigerian red pepper, all-purpose seasoning, bouillon cube and bay leaf. Stir the ingredients together and add water if needed. Simmer for 15 minutes. Serve the stew with rice, beans or any other dish of your choice.",,,bake; fry; boil; simmer; stew; blend; stir,OEBPS/ch02.xhtml,,Nigeria,,
africa_recipes_scrape_single_table.csv,,3,NIGERIAN RED STEW,MAKES 8 TO 10 SERVINGS,4,CHICKEN,1 chicken bouillon cube,,,,,,,"To make the chicken, rinse it and cut it into bite-size cubes. Fill a large pot half full of water. Add the chicken cubes, thyme, garlic powder, bouillon cube and salt and black pepper. Bring the water to a boil over high heat, reduce the heat to medium and cook the chicken 15 to 20 minutes, or until its internal temperature is 165°F (74°F). While the chicken is cooking, preheat the oven to 350°F (177°C). Remove the chicken from the stock and set aside. To make the stew, heat 1 cup (240 ml) of the oil in a large skillet over medium-high heat. Add the chicken and fry it until it’s golden brown on all sides, 5 to 7 minutes. Place the chicken on a large baking sheet and bake for 10 minutes. Set aside. In a blender, combine the Roma tomatoes, plum tomatoes, bell pepper and habaneros. Blend until the ingredients are pureed. Heat the remaining ½ cup (120 ml) of oil in a large pot over high heat. Add the onion and cook just until it turns golden brown, about 5 minutes. Add the tomato puree and cook for about 25 minutes, or until the mixture reduces by half and turns a deep red and the oil begins to separate from the tomatoes. Stir frequently to prevent burning the bottom. Add the tomato paste and cook for 5 minutes. Add the chicken to the pot and stir to combine. Add the chicken stock, thyme, Nigerian red pepper, all-purpose seasoning, bouillon cube and bay leaf. Stir the ingredients together and add water if needed. Simmer for 15 minutes. Serve the stew with rice, beans or any other dish of your choice.",,,bake; fry; boil; simmer; stew; blend; stir,OEBPS/ch02.xhtml,,Nigeria,,
africa_recipes_scrape_single_table.csv,,3,NIGERIAN RED STEW,MAKES 8 TO 10 SERVINGS,5,CHICKEN,"Salt and black pepper, as needed",,,,,,,"To make the chicken, rinse it and cut it into bite-size cubes. Fill a large pot half full of water. Add the chicken cubes, thyme, garlic powder, bouillon cube and salt and black pepper. Bring the water to a boil over high heat, reduce the heat to medium and cook the chicken 15 to 20 minutes, or until its internal temperature is 165°F (74°F). While the chicken is cooking, preheat the oven to 350°F (177°C). Remove the chicken from the stock and set aside. To make the stew, heat 1 cup (240 ml) of the oil in a large skillet over medium-high heat. Add the chicken and fry it until it’s golden brown on all sides, 5 to 7 minutes. Place the chicken on a large baking sheet and bake for 10 minutes. Set aside. In a blender, combine the Roma tomatoes, plum tomatoes, bell pepper and habaneros. Blend until the ingredients are pureed. Heat the remaining ½ cup (120 ml) of oil in a large pot over high heat. Add the onion and cook just until it turns golden brown, about 5 minutes. Add the tomato puree and cook for about 25 minutes, or until the mixture reduces by half and turns a deep red and the oil begins to separate from the tomatoes. Stir frequently to prevent burning the bottom. Add the tomato paste and cook for 5 minutes. Add the chicken to the pot and stir to combine. Add the chicken stock, thyme, Nigerian red pepper, all-purpose seasoning, bouillon cube and bay leaf. Stir the ingredients together and add water if needed. Simmer for 15 minutes. Serve the stew with rice, beans or any other dish of your choice.",,,bake; fry; boil; simmer; stew; blend; stir,OEBPS/ch02.xhtml,,Nigeria,,
africa_recipes_scrape_single_table.csv,,3,NIGERIAN RED STEW,MAKES 8 TO 10 SERVINGS,6,STEW,"1½ cups (360 ml) vegetable oil, divided",,,,,,,"To make the chicken, rinse it and cut it into bite-size cubes. Fill a large pot half full of water. Add the chicken cubes, thyme, garlic powder, bouillon cube and salt and black pepper. Bring the water to a boil over high heat, reduce the heat to medium and cook the chicken 15 to 20 minutes, or until its internal temperature is 165°F (74°F). While the chicken is cooking, preheat the oven to 350°F (177°C). Remove the chicken from the stock and set aside. To make the stew, heat 1 cup (240 ml) of the oil in a large skillet over medium-high heat. Add the chicken and fry it until it’s golden brown on all sides, 5 to 7 minutes. Place the chicken on a large baking sheet and bake for 10 minutes. Set aside. In a blender, combine the Roma tomatoes, plum tomatoes, bell pepper and habaneros. Blend until the ingredients are pureed. Heat the remaining ½ cup (120 ml) of oil in a large pot over high heat. Add the onion and cook just until it turns golden brown, about 5 minutes. Add the tomato puree and cook for about 25 minutes, or until the mixture reduces by half and turns a deep red and the oil begins to separate from the tomatoes. Stir frequently to prevent burning the bottom. Add the tomato paste and cook for 5 minutes. Add the chicken to the pot and stir to combine. Add the chicken stock, thyme, Nigerian red pepper, all-purpose seasoning, bouillon cube and bay leaf. Stir the ingredients together and add water if needed. Simmer for 15 minutes. Serve the stew with rice, beans or any other dish of your choice.",,,bake; fry; boil; simmer; stew; blend; stir,OEBPS/ch02.xhtml,,Nigeria,,
africa_recipes_scrape_single_table.csv,,3,NIGERIAN RED STEW,MAKES 8 TO 10 SERVINGS,7,STEW,"4 medium Roma tomatoes, roughly chopped",,,,,,,"To make the chicken, rinse it and cut it into bite-size cubes. Fill a large pot half full of water. Add the chicken cubes, thyme, garlic powder, bouillon cube and salt and black pepper. Bring the water to a boil over high heat, reduce the heat to medium and cook the chicken 15 to 20 minutes, or until its internal temperature is 165°F (74°F). While the chicken is cooking, preheat the oven to 350°F (177°C). Remove the chicken from the stock and set aside. To make the stew, heat 1 cup (240 ml) of the oil in a large skillet over medium-high heat. Add the chicken and fry it until it’s golden brown on all sides, 5 to 7 minutes. Place the chicken on a large baking sheet and bake for 10 minutes. Set aside. In a blender, combine the Roma tomatoes, plum tomatoes, bell pepper and habaneros. Blend until the ingredients are pureed. Heat the remaining ½ cup (120 ml) of oil in a large pot over high heat. Add the onion and cook just until it turns golden brown, about 5 minutes. Add the tomato puree and cook for about 25 minutes, or until the mixture reduces by half and turns a deep red and the oil begins to separate from the tomatoes. Stir frequently to prevent burning the bottom. Add the tomato paste and cook for 5 minutes. Add the chicken to the pot and stir to combine. Add the chicken stock, thyme, Nigerian red pepper, all-purpose seasoning, bouillon cube and bay leaf. Stir the ingredients together and add water if needed. Simmer for 15 minutes. Serve the stew with rice, beans or any other dish of your choice.",,,bake; fry; boil; simmer; stew; blend; stir,OEBPS/ch02.xhtml,,Nigeria,,
africa_recipes_scrape_single_table.csv,,3,NIGERIAN RED STEW,MAKES 8 TO 10 SERVINGS,8,STEW,"1 (28-oz [784-g]) can whole peeled plum tomatoes, drained",,,,,,,"To make the chicken, rinse it and cut it into bite-size cubes. Fill a large pot half full of water. Add the chicken cubes, thyme, garlic powder, bouillon cube and salt and black pepper. Bring the water to a boil over high heat, reduce the heat to medium and cook the chicken 15 to 20 minutes, or until its internal temperature is 165°F (74°F). While the chicken is cooking, preheat the oven to 350°F (177°C). Remove the chicken from the stock and set aside. To make the stew, heat 1 cup (240 ml) of the oil in a large skillet over medium-high heat. Add the chicken and fry it until it’s golden brown on all sides, 5 to 7 minutes. Place the chicken on a large baking sheet and bake for 10 minutes. Set aside. In a blender, combine the Roma tomatoes, plum tomatoes, bell pepper and habaneros. Blend until the ingredients are pureed. Heat the remaining ½ cup (120 ml) of oil in a large pot over high heat. Add the onion and cook just until it turns golden brown, about 5 minutes. Add the tomato puree and cook for about 25 minutes, or until the mixture reduces by half and turns a deep red and the oil begins to separate from the tomatoes. Stir frequently to prevent burning the bottom. Add the tomato paste and cook for 5 minutes. Add the chicken to the pot and stir to combine. Add the chicken stock, thyme, Nigerian red pepper, all-purpose seasoning, bouillon cube and bay leaf. Stir the ingredients together and add water if needed. Simmer for 15 minutes. Serve the stew with rice, beans or any other dish of your choice.",,,bake; fry; boil; simmer; stew; blend; stir,OEBPS/ch02.xhtml,,Nigeria,,
africa_recipes_scrape_single_table.csv,,3,NIGERIAN RED STEW,MAKES 8 TO 10 SERVINGS,9,STEW,"1 large red bell pepper, roughly chopped",,,,,,,"To make the chicken, rinse it and cut it into bite-size cubes. Fill a large pot half full of water. Add the chicken cubes, thyme, garlic powder, bouillon cube and salt and black pepper. Bring the water to a boil over high heat, reduce the heat to medium and cook the chicken 15 to 20 minutes, or until its internal temperature is 165°F (74°F). While the chicken is cooking, preheat the oven to 350°F (177°C). Remove the chicken from the stock and set aside. To make the stew, heat 1 cup (240 ml) of the oil in a large skillet over medium-high heat. Add the chicken and fry it until it’s golden brown on all sides, 5 to 7 minutes. Place the chicken on a large baking sheet and bake for 10 minutes. Set aside. In a blender, combine the Roma tomatoes, plum tomatoes, bell pepper and habaneros. Blend until the ingredients are pureed. Heat the remaining ½ cup (120 ml) of oil in a large pot over high heat. Add the onion and cook just until it turns golden brown, about 5 minutes. Add the tomato puree and cook for about 25 minutes, or until the mixture reduces by half and turns a deep red and the oil begins to separate from the tomatoes. Stir frequently to prevent burning the bottom. Add the tomato paste and cook for 5 minutes. Add the chicken to the pot and stir to combine. Add the chicken stock, thyme, Nigerian red pepper, all-purpose seasoning, bouillon cube and bay leaf. Stir the ingredients together and add water if needed. Simmer for 15 minutes. Serve the stew with rice, beans or any other dish of your choice.",,,bake; fry; boil; simmer; stew; blend; stir,OEBPS/ch02.xhtml,,Nigeria,,
africa_recipes_scrape_single_table.csv,,3,NIGERIAN RED STEW,MAKES 8 TO 10 SERVINGS,10,STEW,2 small habanero chiles,,,,,,,"To make the chicken, rinse it and cut it into bite-size cubes. Fill a large pot half full of water. Add the chicken cubes, thyme, garlic powder, bouillon cube and salt and black pepper. Bring the water to a boil over high heat, reduce the heat to medium and cook the chicken 15 to 20 minutes, or until its internal temperature is 165°F (74°F). While the chicken is cooking, preheat the oven to 350°F (177°C). Remove the chicken from the stock and set aside. To make the stew, heat 1 cup (240 ml) of the oil in a large skillet over medium-high heat. Add the chicken and fry it until it’s golden brown on all sides, 5 to 7 minutes. Place the chicken on a large baking sheet and bake for 10 minutes. Set aside. In a blender, combine the Roma tomatoes, plum tomatoes, bell pepper and habaneros. Blend until the ingredients are pureed. Heat the remaining ½ cup (120 ml) of oil in a large pot over high heat. Add the onion and cook just until it turns golden brown, about 5 minutes. Add the tomato puree and cook for about 25 minutes, or until the mixture reduces by half and turns a deep red and the oil begins to separate from the tomatoes. Stir frequently to prevent burning the bottom. Add the tomato paste and cook for 5 minutes. Add the chicken to the pot and stir to combine. Add the chicken stock, thyme, Nigerian red pepper, all-purpose seasoning, bouillon cube and bay leaf. Stir the ingredients together and add water if needed. Simmer for 15 minutes. Serve the stew with rice, beans or any other dish of your choice.",,,bake; fry; boil; simmer; stew; blend; stir,OEBPS/ch02.xhtml,,Nigeria,,
africa_recipes_scrape_single_table.csv,,3,NIGERIAN RED STEW,MAKES 8 TO 10 SERVINGS,11,STEW,"1 medium onion, thinly sliced",,,,,,,"To make the chicken, rinse it and cut it into bite-size cubes. Fill a large pot half full of water. Add the chicken cubes, thyme, garlic powder, bouillon cube and salt and black pepper. Bring the water to a boil over high heat, reduce the heat to medium and cook the chicken 15 to 20 minutes, or until its internal temperature is 165°F (74°F). While the chicken is cooking, preheat the oven to 350°F (177°C). Remove the chicken from the stock and set aside. To make the stew, heat 1 cup (240 ml) of the oil in a large skillet over medium-high heat. Add the chicken and fry it until it’s golden brown on all sides, 5 to 7 minutes. Place the chicken on a large baking sheet and bake for 10 minutes. Set aside. In a blender, combine the Roma tomatoes, plum tomatoes, bell pepper and habaneros. Blend until the ingredients are pureed. Heat the remaining ½ cup (120 ml) of oil in a large pot over high heat. Add the onion and cook just until it turns golden brown, about 5 minutes. Add the tomato puree and cook for about 25 minutes, or until the mixture reduces by half and turns a deep red and the oil begins to separate from the tomatoes. Stir frequently to prevent burning the bottom. Add the tomato paste and cook for 5 minutes. Add the chicken to the pot and stir to combine. Add the chicken stock, thyme, Nigerian red pepper, all-purpose seasoning, bouillon cube and bay leaf. Stir the ingredients together and add water if needed. Simmer for 15 minutes. Serve the stew with rice, beans or any other dish of your choice.",,,bake; fry; boil; simmer; stew; blend; stir,OEBPS/ch02.xhtml,,Nigeria,,
africa_recipes_scrape_single_table.csv,,3,NIGERIAN RED STEW,MAKES 8 TO 10 SERVINGS,12,STEW,2 tbsp (32 g) tomato paste,,,,,,,"To make the chicken, rinse it and cut it into bite-size cubes. Fill a large pot half full of water. Add the chicken cubes, thyme, garlic powder, bouillon cube and salt and black pepper. Bring the water to a boil over high heat, reduce the heat to medium and cook the chicken 15 to 20 minutes, or until its internal temperature is 165°F (74°F). While the chicken is cooking, preheat the oven to 350°F (177°C). Remove the chicken from the stock and set aside. To make the stew, heat 1 cup (240 ml) of the oil in a large skillet over medium-high heat. Add the chicken and fry it until it’s golden brown on all sides, 5 to 7 minutes. Place the chicken on a large baking sheet and bake for 10 minutes. Set aside. In a blender, combine the Roma tomatoes, plum tomatoes, bell pepper and habaneros. Blend until the ingredients are pureed. Heat the remaining ½ cup (120 ml) of oil in a large pot over high heat. Add the onion and cook just until it turns golden brown, about 5 minutes. Add the tomato puree and cook for about 25 minutes, or until the mixture reduces by half and turns a deep red and the oil begins to separate from the tomatoes. Stir frequently to prevent burning the bottom. Add the tomato paste and cook for 5 minutes. Add the chicken to the pot and stir to combine. Add the chicken stock, thyme, Nigerian red pepper, all-purpose seasoning, bouillon cube and bay leaf. Stir the ingredients together and add water if needed. Simmer for 15 minutes. Serve the stew with rice, beans or any other dish of your choice.",,,bake; fry; boil; simmer; stew; blend; stir,OEBPS/ch02.xhtml,,Nigeria,,
africa_recipes_scrape_single_table.csv,,3,NIGERIAN RED STEW,MAKES 8 TO 10 SERVINGS,13,STEW,1 cup (240 ml) chicken stock,,,,,,,"To make the chicken, rinse it and cut it into bite-size cubes. Fill a large pot half full of water. Add the chicken cubes, thyme, garlic powder, bouillon cube and salt and black pepper. Bring the water to a boil over high heat, reduce the heat to medium and cook the chicken 15 to 20 minutes, or until its internal temperature is 165°F (74°F). While the chicken is cooking, preheat the oven to 350°F (177°C). Remove the chicken from the stock and set aside. To make the stew, heat 1 cup (240 ml) of the oil in a large skillet over medium-high heat. Add the chicken and fry it until it’s golden brown on all sides, 5 to 7 minutes. Place the chicken on a large baking sheet and bake for 10 minutes. Set aside. In a blender, combine the Roma tomatoes, plum tomatoes, bell pepper and habaneros. Blend until the ingredients are pureed. Heat the remaining ½ cup (120 ml) of oil in a large pot over high heat. Add the onion and cook just until it turns golden brown, about 5 minutes. Add the tomato puree and cook for about 25 minutes, or until the mixture reduces by half and turns a deep red and the oil begins to separate from the tomatoes. Stir frequently to prevent burning the bottom. Add the tomato paste and cook for 5 minutes. Add the chicken to the pot and stir to combine. Add the chicken stock, thyme, Nigerian red pepper, all-purpose seasoning, bouillon cube and bay leaf. Stir the ingredients together and add water if needed. Simmer for 15 minutes. Serve the stew with rice, beans or any other dish of your choice.",,,bake; fry; boil; simmer; stew; blend; stir,OEBPS/ch02.xhtml,,Nigeria,,
africa_recipes_scrape_single_table.csv,,3,NIGERIAN RED STEW,MAKES 8 TO 10 SERVINGS,14,STEW,1½ tsp (2 g) dried thyme,,,,,,,"To make the chicken, rinse it and cut it into bite-size cubes. Fill a large pot half full of water. Add the chicken cubes, thyme, garlic powder, bouillon cube and salt and black pepper. Bring the water to a boil over high heat, reduce the heat to medium and cook the chicken 15 to 20 minutes, or until its internal temperature is 165°F (74°F). While the chicken is cooking, preheat the oven to 350°F (177°C). Remove the chicken from the stock and set aside. To make the stew, heat 1 cup (240 ml) of the oil in a large skillet over medium-high heat. Add the chicken and fry it until it’s golden brown on all sides, 5 to 7 minutes. Place the chicken on a large baking sheet and bake for 10 minutes. Set aside. In a blender, combine the Roma tomatoes, plum tomatoes, bell pepper and habaneros. Blend until the ingredients are pureed. Heat the remaining ½ cup (120 ml) of oil in a large pot over high heat. Add the onion and cook just until it turns golden brown, about 5 minutes. Add the tomato puree and cook for about 25 minutes, or until the mixture reduces by half and turns a deep red and the oil begins to separate from the tomatoes. Stir frequently to prevent burning the bottom. Add the tomato paste and cook for 5 minutes. Add the chicken to the pot and stir to combine. Add the chicken stock, thyme, Nigerian red pepper, all-purpose seasoning, bouillon cube and bay leaf. Stir the ingredients together and add water if needed. Simmer for 15 minutes. Serve the stew with rice, beans or any other dish of your choice.",,,bake; fry; boil; simmer; stew; blend; stir,OEBPS/ch02.xhtml,,Nigeria,,
africa_recipes_scrape_single_table.csv,,3,NIGERIAN RED STEW,MAKES 8 TO 10 SERVINGS,15,STEW,1 tbsp (8 g) Nigerian red pepper or cayenne pepper,,,,,,,"To make the chicken, rinse it and cut it into bite-size cubes. Fill a large pot half full of water. Add the chicken cubes, thyme, garlic powder, bouillon cube and salt and black pepper. Bring the water to a boil over high heat, reduce the heat to medium and cook the chicken 15 to 20 minutes, or until its internal temperature is 165°F (74°F). While the chicken is cooking, preheat the oven to 350°F (177°C). Remove the chicken from the stock and set aside. To make the stew, heat 1 cup (240 ml) of the oil in a large skillet over medium-high heat. Add the chicken and fry it until it’s golden brown on all sides, 5 to 7 minutes. Place the chicken on a large baking sheet and bake for 10 minutes. Set aside. In a blender, combine the Roma tomatoes, plum tomatoes, bell pepper and habaneros. Blend until the ingredients are pureed. Heat the remaining ½ cup (120 ml) of oil in a large pot over high heat. Add the onion and cook just until it turns golden brown, about 5 minutes. Add the tomato puree and cook for about 25 minutes, or until the mixture reduces by half and turns a deep red and the oil begins to separate from the tomatoes. Stir frequently to prevent burning the bottom. Add the tomato paste and cook for 5 minutes. Add the chicken to the pot and stir to combine. Add the chicken stock, thyme, Nigerian red pepper, all-purpose seasoning, bouillon cube and bay leaf. Stir the ingredients together and add water if needed. Simmer for 15 minutes. Serve the stew with rice, beans or any other dish of your choice.",,,bake; fry; boil; simmer; stew; blend; stir,OEBPS/ch02.xhtml,,Nigeria,,
